chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minorAlleleCopyNumber	majorAlleleCopyNumber
chr12	27372380	35977329	4.6694	4516	0.8050	1.0027	DEL	CENTROMERE	BAF_WEIGHTED	6465	0.3970	27372380	27372380	0.0000	4.6694
chr12	35977330	38767909	4.3542	91	0.7890	0.9876	CENTROMERE	SGL	BAF_WEIGHTED	1038	0.3747	35977330	35977330	0.0541	4.3001
chr12	38767910	38767925	4.7864	0	0.0000	1.0023	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	38767910	38767910	0.0000	4.7864
chr12	38767926	47691668	4.2085	4955	0.7931	1.0026	SGL	DUP	BAF_WEIGHTED	8297	0.3766	38767926	38767926	0.0000	4.2085
chr12	47691669	47773094	5.3489	66	0.8112	0.9857	DUP	DUP	BAF_WEIGHTED	76	0.4928	47691669	47691669	0.0767	5.2722
chr12	47773095	53722862	4.0576	3357	0.7894	1.0022	DUP	DUP	BAF_WEIGHTED	5517	0.4619	47773095	47773095	0.0000	4.0576
chr12	53722863	54463216	5.1569	231	0.8235	1.0117	DUP	DUP	BAF_WEIGHTED	656	0.4766	53722863	53722863	0.0000	5.1569
chr12	54463217	74112916	4.1218	9455	0.7901	1.0000	DUP	DEL	BAF_WEIGHTED	18104	0.3905	54463217	54463217	0.0001	4.1216
chr12	74112917	74380386	3.1226	74	0.7532	0.9966	DEL	DEL	BAF_WEIGHTED	248	0.3492	74112917	74112917	0.0105	3.1121
chr12	74380387	77365010	4.1551	1545	0.7912	1.0014	DEL	DEL	BAF_WEIGHTED	2843	0.3748	74380387	74380387	0.0000	4.1551
chr12	77365011	77398623	3.0628	30	0.7648	1.0241	DEL	DEL	BAF_WEIGHTED	32	0.3661	77365011	77365011	0.0000	3.0628
chr12	77398624	79642748	4.1341	1141	0.7903	1.0010	DEL	DEL	BAF_WEIGHTED	2135	0.3579	77398624	77398624	0.0000	4.1341
chr12	79642749	79678339	3.0545	2	0.7542	1.0040	DEL	DEL	BAF_WEIGHTED	35	0.3677	79642749	79642749	0.0000	3.0545
chr12	79678340	112347009	4.1900	17766	0.7912	0.9994	DEL	BND	BAF_WEIGHTED	30968	0.3943	79678340	79678340	0.0027	4.1873
chr12	112347010	112433915	4.7751	30	0.8157	1.0141	BND	INV	BAF_WEIGHTED	76	0.4421	112347010	112347010	0.0000	4.7751
chr12	112433916	114153686	4.2968	1055	0.7883	0.9895	INV	SGL	BAF_WEIGHTED	1651	0.4725	112433916	112433916	0.0450	4.2517
chr12	114153687	114153701	4.9061	0	0.0000	1.0006	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	114153687	114153687	0.0000	4.9061
chr12	114153702	123348126	4.1187	4721	0.7904	1.0007	SGL	DEL	BAF_WEIGHTED	8826	0.4516	114153702	114153702	0.0000	4.1187
chr12	123348127	123371949	2.8730	2	0.8073	1.1282	DEL	DEL	BAF_WEIGHTED	21	0.4715	123348127	123348127	0.0000	2.8730
chr12	123371950	124753892	4.2505	937	0.7926	1.0003	DEL	DUP	BAF_WEIGHTED	1243	0.4931	123371950	123371950	0.0000	4.2505
chr12	124753893	124814340	5.2788	34	0.8325	1.0215	DUP	DUP	BAF_WEIGHTED	59	0.5112	124753893	124753893	0.0000	5.2788
chr12	124814341	130707973	4.2292	4103	0.7895	0.9949	DUP	DEL	BAF_WEIGHTED	5640	0.4355	124814341	124814341	0.0217	4.2075
chr12	130707974	130720600	3.1604	8	0.7759	1.0378	DEL	DEL	BAF_WEIGHTED	10	0.5328	130707974	130707974	0.0000	3.1604
chr12	130720601	132711219	4.2587	1717	0.7919	0.9959	DEL	BND	BAF_WEIGHTED	1412	0.5114	130720601	130720601	0.0175	4.2412
chr12	132711220	133275309	3.1022	199	0.7442	0.9804	BND	TELOMERE	BAF_WEIGHTED	467	0.4610	132711220	132711220	0.0610	3.0413
chr13	1	17025623	2.9912	0	0.0000	0.6674	TELOMERE	CENTROMERE	LONG_ARM	0	0.0000	1	1	0.9948	1.9964
chr13	17025624	24105001	2.9912	3529	0.5838	0.6674	CENTROMERE	DUP	BAF_WEIGHTED	4552	0.4150	17025624	17025624	0.9948	1.9964
chr13	24105002	24124300	3.9989	22	0.6546	0.7706	DUP	DUP	BAF_WEIGHTED	17	0.4410	24105002	24105002	0.9174	3.0815
chr13	24124301	26433049	3.0444	1450	0.5833	0.6654	DUP	SGL	BAF_WEIGHTED	2004	0.4172	24124301	24124301	1.0187	2.0257
chr13	26433050	26433061	3.4427	0	0.0000	0.7101	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	26433050	26433050	0.9979	2.4448
chr13	26433062	67980062	3.0065	22331	0.5841	0.6681	SGL	BND	BAF_WEIGHTED	39059	0.3821	26433062	26433062	0.9979	2.0086
chr13	67980063	73921865	3.9395	3663	0.5411	0.5096	BND	DEL	BAF_WEIGHTED	5742	0.3533	67980063	67980063	1.9318	2.0076
chr13	73921866	74109412	3.6753	157	0.5469	0.5442	DEL	DEL	BAF_WEIGHTED	186	0.3737	73921866	73921866	1.6753	2.0000
chr13	74109413	108565381	3.9784	23959	0.5406	0.5054	DEL	SGL	BAF_WEIGHTED	32895	0.3723	74109413	74109413	1.9676	2.0109
chr13	108565382	108565390	4.4014	0	0.0000	0.5530	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	108565382	108565382	1.9676	2.4339
chr13	108565391	114364328	4.1323	5053	0.5391	0.5168	SGL	TELOMERE	BAF_WEIGHTED	4917	0.4575	108565391	108565391	1.9969	2.1354
chr14	1	17086761	3.6077	0	0.0000	0.5493	TELOMERE	CENTROMERE	LONG_ARM	0	0.0000	1	1	1.6261	1.9816
chr14	17086762	25075592	3.6077	4323	0.5458	0.5493	CENTROMERE	DUP	BAF_WEIGHTED	4658	0.4295	17086762	17086762	1.6261	1.9816
chr14	25075593	25076030	4.1607	0	0.0000	0.5237	DUP	DEL	STRUCTURAL_VARIANT	0	0.0000	25075593	25075593	1.9816	2.1791
chr14	25076031	25098000	3.4550	32	0.5538	0.6018	DEL	DUP	BAF_WEIGHTED	21	0.3892	25076031	25076031	1.3757	2.0793
chr14	25098001	25392429	4.1739	227	0.5443	0.5208	DUP	DUP	BAF_WEIGHTED	256	0.3775	25098001	25098001	2.0000	2.1739
chr14	25392430	25393571	3.5621	0	0.0000	0.5581	DUP	DEL	STRUCTURAL_VARIANT	0	0.0000	25392430	25392430	1.5743	1.9878
chr14	25393572	25394529	4.1290	0	0.0000	0.5186	DEL	DUP	STRUCTURAL_VARIANT	0	0.0000	25393572	25393572	1.9878	2.1412
chr14	25394530	34544000	3.4913	5335	0.5466	0.5694	DUP	NONE	BAF_WEIGHTED	8540	0.3738	25394530	25394530	1.5035	1.9878
chr14	34544001	35363520	4.1326	508	0.5497	0.5859	NONE	DUP	BAF_WEIGHTED	780	0.4188	34540001	34548001	1.7115	2.4212
chr14	35363521	35378400	6.5558	12	0.6750	0.7550	DUP	DUP	BAF_WEIGHTED	13	0.5069	35363521	35363521	1.6061	4.9497
chr14	35378401	48972870	4.3157	7459	0.5491	0.5713	DUP	SGL	BAF_WEIGHTED	12545	0.3608	35378401	35378401	1.8501	2.4656
chr14	48972871	48972887	5.0927	0	0.0000	0.6367	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	48972871	48972871	1.8501	3.2426
chr14	48972888	49697823	4.4117	300	0.5500	0.5835	SGL	DEL	BAF_WEIGHTED	674	0.3972	48972888	48972888	1.8375	2.5742
chr14	49697824	49700281	2.2519	0	0.0000	0.8267	DEL	DEL	BAF_WEIGHTED	2	0.4270	49697824	49697824	0.3903	1.8616
chr14	49700282	76570843	4.3928	14066	0.5490	0.5762	DEL	BND	BAF_WEIGHTED	25436	0.4125	49700282	49700282	1.8616	2.5311
chr14	76570844	76570981	4.7572	0	0.0000	0.5321	BND	DEL	STRUCTURAL_VARIANT	0	0.0000	76570844	76570844	2.2260	2.5311
chr14	76570982	77216702	4.4740	371	0.5417	0.5530	DEL	DEL	BAF_WEIGHTED	611	0.4789	76570982	76570982	2.0000	2.4740
chr14	77216703	102571046	4.4174	16757	0.5495	0.5801	DEL	DEL	BAF_WEIGHTED	24184	0.4192	77216703	77216703	1.8549	2.5625
chr14	102571047	102774347	3.5553	145	0.5375	0.5625	DEL	DEL	BAF_WEIGHTED	194	0.4605	102571047	102571047	1.5553	2.0000
chr14	102774348	105313944	4.4307	2250	0.5505	0.5845	DEL	DEL	BAF_WEIGHTED	1873	0.5158	102774348	102774348	1.8409	2.5898
chr14	105313945	105427985	3.7595	10	0.6079	0.6940	DEL	DEL	BAF_WEIGHTED	58	0.5760	105313945	105313945	1.1504	2.6091
chr14	105427986	107043718	4.3558	1238	0.5525	0.5887	DEL	TELOMERE	BAF_WEIGHTED	634	0.4401	105427986	105427986	1.7916	2.5642
chr15	1	18362626	3.5383	0	0.0000	0.9912	TELOMERE	CENTROMERE	BAF_WEIGHTED	1	0.3620	1	1	0.0313	3.5070
chr15	18362627	25417167	3.6591	1937	0.7716	0.9914	CENTROMERE	DEL	BAF_WEIGHTED	1765	0.4172	18362627	18362627	0.0313	3.6278
chr15	25417168	25434450	2.7841	12	0.7709	1.0627	DEL	DEL	BAF_WEIGHTED	15	0.3549	25417168	25417168	0.0000	2.7841
chr15	25434451	40765302	3.7838	8964	0.7765	0.9959	DEL	DUP	BAF_WEIGHTED	12648	0.4097	25434451	25434451	0.0157	3.7681
chr15	40765303	40849380	5.4928	47	0.8092	0.9781	DUP	DUP	BAF_WEIGHTED	77	0.4940	40765303	40765303	0.1204	5.3724
chr15	40849381	50068050	3.7448	4516	0.7794	1.0030	DUP	INV	BAF_WEIGHTED	8321	0.4098	40849381	40849381	0.0000	3.7448
chr15	50068051	52990002	3.7104	1527	0.7758	1.0033	INV	INV	BAF_WEIGHTED	2771	0.4115	50068051	50068051	0.0000	3.7104
chr15	52990003	77027044	3.7392	12409	0.7777	1.0006	INV	INV	BAF_WEIGHTED	22590	0.4255	52990003	52990003	0.0000	3.7392
chr15	77027045	77202946	3.0031	44	0.7468	0.9934	INV	INV	BAF_WEIGHTED	153	0.4169	77027045	77027045	0.0198	2.9833
chr15	77202947	77225266	3.8094	15	0.8000	1.0363	INV	INV	BAF_WEIGHTED	20	0.3575	77202947	77202947	0.0000	3.8094
chr15	77225267	77225466	3.3407	0	0.0000	1.0054	INV	INV	STRUCTURAL_VARIANT	0	0.0000	77225267	77225267	0.0000	3.3407
chr15	77225467	77786162	4.0196	253	0.7904	1.0045	INV	BND	BAF_WEIGHTED	524	0.4607	77225467	77225467	0.0000	4.0196
chr15	77786163	100887027	3.8177	17774	0.7806	1.0008	BND	BND	BAF_WEIGHTED	20836	0.4250	77786163	77786163	0.0000	3.8177
chr15	100887028	101991189	3.8929	849	0.7838	1.0025	BND	TELOMERE	BAF_WEIGHTED	874	0.4579	100887028	100887028	0.0000	3.8929
chr16	1	3476197	3.3726	2603	0.7706	1.0109	TELOMERE	DEL	BAF_WEIGHTED	2034	0.5537	1	1	0.0000	3.3726
chr16	3476198	3605252	2.6153	40	0.7332	1.0099	DEL	DEL	BAF_WEIGHTED	114	0.5079	3476198	3476198	0.0000	2.6153
chr16	3605253	3767505	3.3716	36	0.7789	1.0271	DEL	DEL	BAF_WEIGHTED	148	0.4878	3605253	3605253	0.0000	3.3716
chr16	3767506	3781855	2.7110	1	0.7949	1.1212	DEL	DEL	BAF_WEIGHTED	13	0.4529	3767506	3767506	0.0000	2.7110
chr16	3781856	14293000	3.4374	10125	0.7678	1.0015	DEL	NONE	BAF_WEIGHTED	9909	0.4476	3781856	3781856	0.0000	3.4374
chr16	14293001	14687000	2.7591	157	0.7500	1.0218	NONE	NONE	BAF_WEIGHTED	356	0.4507	14293001	14293001	0.0000	2.7591
chr16	14687001	37295919	3.3799	7360	0.7681	1.0058	NONE	CENTROMERE	BAF_WEIGHTED	13182	0.4493	14687001	14955001	0.0000	3.3799
chr16	37295920	67262623	3.4033	8640	0.7644	0.9975	CENTROMERE	DEL	BAF_WEIGHTED	19605	0.4169	37295920	37295920	0.0084	3.3950
chr16	67262624	67636697	2.2782	61	0.7074	0.9938	DEL	DEL	BAF_WEIGHTED	335	0.4942	67262624	67262624	0.0141	2.2641
chr16	67636698	72875987	3.3016	1644	0.7683	1.0129	DEL	DEL	BAF_WEIGHTED	4299	0.4508	67636698	67636698	0.0000	3.3016
chr16	72875988	72924161	2.6181	38	0.7324	0.9986	DEL	DEL	BAF_WEIGHTED	48	0.4603	72875988	72875988	0.0037	2.6144
chr16	72924162	89460513	3.4087	15223	0.7651	0.9983	DEL	DEL	BAF_WEIGHTED	14864	0.4516	72924162	72924162	0.0059	3.4028
chr16	89460514	89548987	2.1012	130	0.7271	1.0539	DEL	DEL	BAF_WEIGHTED	79	0.5056	89460514	89460514	0.0000	2.1012
chr16	89548988	90338345	3.2928	245	0.7674	1.0110	DEL	TELOMERE	BAF_WEIGHTED	406	0.5416	89548988	89548988	0.0000	3.2928
chr17	1	436440	7.8819	64	0.8611	0.9985	TELOMERE	INV	BAF_WEIGHTED	69	0.4916	1	1	0.0115	7.8704
chr17	436441	4712295	1.9952	3082	0.7073	1.0190	INV	BND	BAF_WEIGHTED	3621	0.4911	436441	436441	0.0000	1.9952
chr17	4712296	8122091	4.9812	2408	0.8147	1.0039	BND	SGL	BAF_WEIGHTED	3073	0.4815	4712296	4712296	0.0000	4.9812
chr17	8122092	17734255	2.0901	6003	0.7076	1.0055	SGL	DEL	BAF_WEIGHTED	8642	0.4372	8122092	8122092	0.0000	2.0901
chr17	17734256	17734295	1.6799	0	0.0000	1.0068	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	17734256	17734256	0.0000	1.6799
chr17	17734296	17734474	1.8603	0	0.0000	1.0062	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	17734296	17734296	0.0000	1.8603
chr17	17734475	17805721	1.4547	28	0.6542	0.9722	DEL	DEL	BAF_WEIGHTED	52	0.5662	17734475	17734475	0.0404	1.4142
chr17	17805722	17825737	1.7020	10	0.7367	1.1538	DEL	DUP	BAF_WEIGHTED	8	0.6043	17805722	17805722	0.0000	1.7020
chr17	17825738	17859205	4.2538	32	0.7665	0.9545	DUP	DUP	BAF_WEIGHTED	28	0.5478	17825738	17825738	0.1938	4.0600
chr17	17859206	18184578	2.2323	255	0.7123	0.9976	DUP	SGL	BAF_WEIGHTED	306	0.4993	17859206	17859206	0.0053	2.2270
chr17	18184579	18189752	8.5674	7	0.8611	0.9875	SGL	INV	BAF_WEIGHTED	4	0.4733	18184579	18184579	0.1067	8.4607
chr17	18189753	18699673	2.1275	206	0.7097	1.0054	INV	SGL	BAF_WEIGHTED	167	0.5159	18189753	18189753	0.0000	2.1275
chr17	18699674	18881901	8.1610	4	0.8440	0.9705	SGL	SGL	BAF_WEIGHTED	37	0.4574	18699674	18699674	0.2406	7.9205
chr17	18881902	19131000	9.2728	34	0.8767	0.9986	SGL	NONE	BAF_WEIGHTED	120	0.5112	18881902	18881902	0.0132	9.2596
chr17	19131001	19262023	2.6297	0	0.0000	0.9950	NONE	DEL	BAF_WEIGHTED	24	0.4691	19024001	19238001	0.0132	2.6165
chr17	19262024	19267993	1.9561	0	0.0000	0.9932	DEL	DEL	BAF_WEIGHTED	4	0.4840	19262024	19262024	0.0132	1.9429
chr17	19267994	19534900	2.8969	1	0.7000	0.9071	DEL	BND	BAF_WEIGHTED	247	0.4859	19267994	19267994	0.2691	2.6278
chr17	19534901	19913240	3.4645	7	0.7581	0.9816	BND	INV	BAF_WEIGHTED	348	0.4535	19534901	19534901	0.0638	3.4007
chr17	19913241	20162139	4.6764	2	0.8341	1.0484	INV	INV	BAF_WEIGHTED	234	0.4259	19913241	19913241	0.0000	4.6764
chr17	20162140	21431124	6.3621	342	0.8483	1.0110	INV	BND	BAF_WEIGHTED	638	0.4595	20162140	20162140	0.0000	6.3621
chr17	21431125	21500225	5.9060	54	0.8290	0.9960	BND	INV	BAF_WEIGHTED	26	0.4941	21431125	21431125	0.0234	5.8827
chr17	21500226	21505605	8.4611	5	0.8448	0.9671	INV	BND	BAF_WEIGHTED	1	0.4250	21500226	21500226	0.2788	8.1824
chr17	21505606	21506562	7.5427	0	0.0000	0.9805	BND	BND	STRUCTURAL_VARIANT	0	0.0000	21505606	21505606	0.1471	7.3956
chr17	21506563	21557854	5.7542	20	0.8118	0.9744	BND	INV	BAF_WEIGHTED	32	0.4467	21506563	21506563	0.1471	5.6071
chr17	21557855	21600000	5.9317	27	0.8364	1.0065	INV	NONE	BAF_WEIGHTED	3	0.5330	21557855	21557855	0.0000	5.9317
chr17	21600001	24849829	3.0986	245	0.7536	0.9991	NONE	CENTROMERE	BAF_WEIGHTED	278	0.4066	21600001	21676001	0.0027	3.0959
chr17	24849830	47703000	2.9765	9497	0.7513	1.0066	CENTROMERE	NONE	BAF_WEIGHTED	17288	0.4592	24849830	24849830	0.0000	2.9765
chr17	47703001	49263462	3.5787	478	0.7738	1.0023	NONE	BND	BAF_WEIGHTED	1481	0.4655	47703001	47703001	0.0000	3.5787
chr17	49263463	49429598	4.1392	16	0.8093	1.0334	BND	BND	BAF_WEIGHTED	158	0.4466	49263463	49263463	0.0000	4.1392
chr17	49429599	49957199	3.8557	105	0.7778	0.9939	BND	BND	BAF_WEIGHTED	496	0.4885	49429599	49429599	0.0233	3.8324
chr17	49957200	74826198	3.2614	12897	0.7619	1.0017	BND	DEL	BAF_WEIGHTED	23096	0.4235	49957200	49957200	0.0000	3.2614
chr17	74826199	74856366	2.5570	5	0.7368	1.0146	DEL	DEL	BAF_WEIGHTED	19	0.5899	74826199	74826199	0.0000	2.5570
chr17	74856367	83257441	3.2831	5688	0.7638	1.0040	DEL	TELOMERE	BAF_WEIGHTED	6788	0.5239	74856367	74856367	0.0000	3.2831
chr18	1	10669114	3.2212	7240	0.7576	0.9976	TELOMERE	DEL	BAF_WEIGHTED	10007	0.4038	1	1	0.0077	3.2135
chr18	10669115	10669150	2.2834	0	0.0000	0.9966	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	10669115	10669115	0.0077	2.2758
chr18	10669151	18161052	3.1811	2764	0.7564	0.9982	DEL	CENTROMERE	BAF_WEIGHTED	3193	0.4283	10669151	10669151	0.0057	3.1753
chr18	18161053	22336613	3.8154	258	0.7898	1.0177	CENTROMERE	DUP	BAF_WEIGHTED	1343	0.4117	18161053	18161053	0.0000	3.8154
chr18	22336614	23339492	5.3873	416	0.8243	1.0051	DUP	INV	BAF_WEIGHTED	935	0.4155	22336614	22336614	0.0000	5.3873
chr18	23339493	23437519	6.2108	5	0.8478	1.0158	INV	BND	BAF_WEIGHTED	95	0.4368	23339493	23339493	0.0000	6.2108
chr18	23437520	23533136	8.0743	1	0.8768	1.0168	BND	BND	BAF_WEIGHTED	94	0.4333	23437520	23437520	0.0000	8.0743
chr18	23533137	24590926	7.0398	231	0.8547	1.0061	BND	DEL	BAF_WEIGHTED	1032	0.4199	23533137	23533137	0.0000	7.0398
chr18	24590927	24591541	2.2518	0	0.0000	0.9927	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	24590927	24590927	0.0164	2.2354
chr18	24591542	24591643	7.3239	0	0.0000	0.9978	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	24591542	24591542	0.0164	7.3075
chr18	24591644	24591679	3.4629	0	0.0000	0.9953	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	24591644	24591644	0.0164	3.4465
chr18	24591680	26926716	7.7198	994	0.8596	0.9979	DEL	DEL	BAF_WEIGHTED	2242	0.3985	24591680	24591680	0.0164	7.7034
chr18	26926717	27414739	5.2976	245	0.8279	1.0136	DEL	SGL	BAF_WEIGHTED	440	0.3760	26926717	26926717	0.0000	5.2976
chr18	27414740	27542903	8.5692	114	0.8750	1.0063	SGL	BND	BAF_WEIGHTED	118	0.3692	27414740	27414740	0.0000	8.5692
chr18	27542904	28919237	4.9169	980	0.8083	0.9964	BND	BND	BAF_WEIGHTED	1307	0.3661	27542904	27542904	0.0176	4.8992
chr18	28919238	29114111	10.6109	198	0.8925	1.0035	BND	BND	BAF_WEIGHTED	187	0.3423	28919238	28919238	0.0000	10.6109
chr18	29114112	30889628	12.7734	1316	0.9040	0.9995	BND	DUP	BAF_WEIGHTED	1722	0.3482	29114112	29114112	0.0069	12.7664
chr18	30889629	30962086	16.1025	2	0.9198	0.9980	DUP	BND	BAF_WEIGHTED	70	0.3537	30889629	30889629	0.0330	16.0695
chr18	30962087	31205040	15.1031	234	0.9167	0.9995	BND	BND	BAF_WEIGHTED	239	0.3675	30962087	30962087	0.0081	15.0950
chr18	31205041	31669889	14.2835	457	0.9167	1.0042	BND	BND	BAF_WEIGHTED	450	0.3815	31205041	31205041	0.0000	14.2835
chr18	31669890	31763850	13.4411	73	0.9113	1.0031	BND	DUP	BAF_WEIGHTED	88	0.4056	31669890	31669890	0.0000	13.4411
chr18	31763851	32436864	11.9884	422	0.9034	1.0044	DUP	DEL	BAF_WEIGHTED	632	0.4030	31763851	31763851	0.0000	11.9884
chr18	32436865	32443115	15.3584	0	0.0000	1.0034	DEL	INV	BAF_WEIGHTED	6	0.3867	32436865	32436865	0.0000	15.3584
chr18	32443116	32444785	11.9435	0	0.0000	1.0044	INV	INV	STRUCTURAL_VARIANT	0	0.0000	32443116	32443116	0.0000	11.9435
chr18	32444786	32446126	14.5438	0	0.0000	1.0036	INV	INV	BAF_WEIGHTED	1	0.3580	32444786	32444786	0.0000	14.5438
chr18	32446127	32447173	11.8746	0	0.0000	1.0044	INV	INV	STRUCTURAL_VARIANT	0	0.0000	32446127	32446127	0.0000	11.8746
chr18	32447174	33273886	15.2207	129	0.9167	0.9988	INV	DEL	BAF_WEIGHTED	795	0.3691	32447174	32447174	0.0178	15.2029
chr18	33273887	33742276	13.9494	241	0.9143	1.0034	DEL	BND	BAF_WEIGHTED	455	0.3563	33273887	33273887	0.0000	13.9494
chr18	33742277	34179090	17.5353	274	0.9258	0.9986	BND	INV	BAF_WEIGHTED	401	0.3514	33742277	33742277	0.0237	17.5116
chr18	34179091	34489834	15.6155	22	0.9118	0.9909	INV	DUP	BAF_WEIGHTED	297	0.3616	34179091	34179091	0.1428	15.4726
chr18	34489835	35999790	12.5705	682	0.9022	0.9982	DUP	DEL	BAF_WEIGHTED	1401	0.3958	34489835	34489835	0.0220	12.5485
chr18	35999791	39985306	13.4989	2535	0.9083	0.9990	DEL	DEL	BAF_WEIGHTED	3824	0.3990	35999791	35999791	0.0129	13.4860
chr18	39985307	40054202	11.2134	32	0.8899	0.9943	DEL	DEL	BAF_WEIGHTED	68	0.3646	39985307	39985307	0.0635	11.1500
chr18	40054203	40188206	13.2032	129	0.9041	0.9959	DEL	INV	BAF_WEIGHTED	126	0.3658	40054203	40054203	0.0539	13.1493
chr18	40188207	40211680	8.5377	12	0.8772	1.0106	INV	INV	BAF_WEIGHTED	17	0.3753	40188207	40188207	0.0000	8.5377
chr18	40211681	45191655	3.8367	3368	0.7789	0.9976	INV	BND	BAF_WEIGHTED	4776	0.3690	40211681	40211681	0.0093	3.8275
chr18	45191656	46065080	4.8279	654	0.8070	0.9976	BND	INV	BAF_WEIGHTED	828	0.4283	45191656	45191656	0.0115	4.8164
chr18	46065081	46069585	4.9931	0	0.0000	0.9977	INV	INV	BAF_WEIGHTED	3	0.4583	46065081	46065081	0.0115	4.9817
chr18	46069586	46947176	6.6628	423	0.8400	0.9931	INV	SGL	BAF_WEIGHTED	845	0.4468	46069586	46069586	0.0460	6.6167
chr18	46947177	47228193	6.2137	12	0.8357	0.9977	SGL	INV	BAF_WEIGHTED	207	0.4041	46947177	46947177	0.0143	6.1995
chr18	47228194	47332809	6.7213	23	0.8482	1.0036	INV	INV	BAF_WEIGHTED	99	0.4392	47228194	47228194	0.0000	6.7213
chr18	47332810	47504137	3.8485	123	0.7901	1.0162	INV	INV	BAF_WEIGHTED	162	0.4429	47332810	47332810	0.0000	3.8485
chr18	47504138	49190000	4.7097	942	0.8000	0.9911	INV	NONE	BAF_WEIGHTED	1594	0.4581	47504138	47504138	0.0419	4.6677
chr18	49190001	50296815	4.0466	545	0.7872	1.0001	NONE	INV	BAF_WEIGHTED	1032	0.4303	49190001	49190001	0.0000	4.0466
chr18	50296816	50310145	4.3619	4	0.7927	0.9939	INV	DEL	BAF_WEIGHTED	11	0.4045	50296816	50296816	0.0265	4.3354
chr18	50310146	50310500	3.9261	0	0.0000	0.9932	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	50310146	50310146	0.0268	3.8993
chr18	50310501	50818710	4.2950	389	0.7907	0.9938	DEL	INV	BAF_WEIGHTED	476	0.4339	50310501	50310501	0.0268	4.2681
chr18	50818711	65995811	1.7910	6973	0.6836	0.9929	INV	BND	BAF_WEIGHTED	14495	0.3907	50818711	50818711	0.0127	1.7783
chr18	65995812	66115452	4.4578	216	0.8022	1.0054	BND	INV	BAF_WEIGHTED	117	0.3507	65995812	65995812	0.0000	4.4578
chr18	66115453	71281307	1.6648	3237	0.6800	1.0043	INV	BND	BAF_WEIGHTED	4934	0.3582	66115453	66115453	0.0000	1.6648
chr18	71281308	80373285	2.0195	7335	0.6975	0.9919	BND	TELOMERE	BAF_WEIGHTED	8373	0.4157	71281308	71281308	0.0163	2.0031
chr19	1	1336223	6.5455	766	0.5603	0.5878	TELOMERE	DEL	BAF_WEIGHTED	545	0.5881	1	1	2.6978	3.8477
chr19	1336224	6780484	2.6204	3639	0.7480	1.0314	DEL	DEL	BAF_WEIGHTED	4282	0.5401	1336224	1336224	0.0000	2.6204
chr19	6780485	8976964	6.5007	1843	0.5623	0.5911	DEL	DUP	BAF_WEIGHTED	1851	0.4998	6780485	6780485	2.6584	3.8424
chr19	8976965	9036228	7.4032	50	0.6024	0.6440	DUP	DUP	BAF_WEIGHTED	58	0.4831	8976965	8976965	2.6358	4.7674
chr19	9036229	11144974	6.5464	1407	0.5610	0.5890	DUP	INV	BAF_WEIGHTED	1912	0.4924	9036229	9036229	2.6908	3.8555
chr19	11144975	11155071	6.9954	0	0.0000	0.6153	INV	INV	BAF_WEIGHTED	10	0.5159	11144975	11144975	2.6908	4.3045
chr19	11155072	11179831	8.4850	5	0.6377	0.6864	INV	SGL	BAF_WEIGHTED	23	0.5160	11155072	11155072	2.6610	5.8240
chr19	11179832	11206301	7.3096	0	0.0000	0.6360	SGL	BND	BAF_WEIGHTED	22	0.5386	11179832	11179832	2.6610	4.6486
chr19	11206302	11297512	6.2839	1	0.5149	0.5226	BND	DUP	BAF_WEIGHTED	85	0.5245	11206302	11206302	3.0000	3.2839
chr19	11297513	11297700	7.3177	0	0.0000	0.6466	DUP	BND	STRUCTURAL_VARIANT	0	0.0000	11297513	11297513	2.5862	4.7315
chr19	11297701	11637235	6.3269	66	0.5619	0.5912	BND	DUP	BAF_WEIGHTED	302	0.5164	11297701	11297701	2.5862	3.7407
chr19	11637236	12044624	5.7235	53	0.5385	0.5242	DUP	INV	BAF_WEIGHTED	329	0.4388	11637236	11637236	2.7235	3.0000
chr19	12044625	12045686	7.5627	0	0.0000	0.6399	INV	INV	STRUCTURAL_VARIANT	0	0.0000	12044625	12044625	2.7235	4.8392
chr19	12045687	12201661	9.4019	51	0.6569	0.7070	INV	BND	BAF_WEIGHTED	149	0.4538	12045687	12045687	2.7551	6.6468
chr19	12201662	12210509	11.7765	2	0.6864	0.7339	BND	INV	BAF_WEIGHTED	8	0.4128	12201662	12201662	3.1339	8.6426
chr19	12210510	12213175	9.1542	2	0.6823	0.7420	INV	INV	BAF_WEIGHTED	2	0.4365	12210510	12210510	2.3620	6.7922
